denuncia_id,fecha,comuna,motivo_denuncia,rubro
14969,2019-10-30,2,Débitos y/o cobros indebidos,SERVICIOS PÚBLICOS DOMICILIARIOS
14970,2019-10-30,14,Falta de Información,SERVICIOS DE COMUNICACIONES
14971,2019-10-30,13,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
14972,2019-10-30,6,Debito de servicios no solicitados,SALUD
14973,2019-10-30,1,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
14974,2019-10-30,14,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
14975,2019-10-30,14,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
14976,2019-10-30,1,Débitos y/o cobros indebidos,"Servicios turísticos hoteles, hosterías, albergues, etc."
14977,2019-10-30,14,Falta de Información,SERVICIOS DE COMUNICACIONES
14978,2019-10-30,9,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
14979,2019-10-30,7,Incumplimiento total de la prestación del servicio  contratado,SEGURIDAD
14980,2019-10-30,13,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
14981,2019-10-30,14,Falta de cumplimento garantía posventa,MUEBLES
14982,2019-10-30,13,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
14984,2019-10-30,14,Demora en la entrega del bien,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
14986,2019-10-30,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
14987,2019-10-30,4,"Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.","RODADOS, AUTOMOTORES Y EMBARCACIONES"
14988,2019-10-30,2,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
14989,2019-10-30,1,Falta de cumplimento garantía posventa,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
14990,2019-10-30,9,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
14991,2019-10-30,13,Incumplimiento del servicio,COMPRA POR INTERNET
14992,2019-10-30,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
14994,2019-10-30,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
14996,2019-10-30,2,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
14997,2019-10-30,1,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
14997,2019-10-30,1,Falta de Información,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
14998,2019-10-30,3,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15000,2019-10-30,2,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15002,2019-10-31,11,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15004,2019-10-31,4,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15005,2019-10-31,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15007,2019-10-31,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15008,2019-10-31,13,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15009,2019-10-31,7,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15010,2019-10-31,13,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15011,2019-10-31,15,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15012,2019-10-31,2,Aumento de  cuota no autorizado/no notificado con anticipación debida,ENSEÑANZA
15013,2019-10-31,2,Falta de cumplimento garantía posventa,FARMACIA Y PRODUCTOS PARA LA SALUD
15013,2019-10-31,2,Producto no funciona,FARMACIA Y PRODUCTOS PARA LA SALUD
15014,2019-10-31,2,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15015,2019-10-31,12,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15016,2019-10-31,14,Incumplimiento total de la prestación del servicio  contratado,"PELUQUERÍA, DEPILACIÓN, BELLEZA Y BIENESTAR FÍSICO"
15017,2019-10-31,3,Producto no funciona,TELEFONÍA Y REDES
15018,2019-10-31,9,Cobro de gastos de entrega no informados o convenidos,TELEFONÍA Y REDES
15019,2019-10-31,2,Rechazo de la devolución del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
15021,2019-10-31,2,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15022,2019-10-31,1,Falta de Información,SERVICIOS DE COMUNICACIONES
15023,2019-10-31,13,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15024,2019-10-31,3,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15026,2019-10-31,3,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15027,2019-10-31,1,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15028,2019-10-31,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15029,2019-10-31,3,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15030,2019-10-31,9,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15031,2019-10-31,2,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15032,2019-10-31,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15034,2019-10-31,2,Falta de Entrega del bien,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15036,2019-10-31,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15037,2019-10-31,4,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15039,2019-10-31,7,Falta de Entrega del bien,PERFUMERÍA Y LIMPIEZA
15040,2019-10-31,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15041,2019-10-31,3,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15042,2019-10-31,12,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15043,2019-10-31,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15044,2019-10-31,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15045,2019-10-31,7,Falta de cumplimento garantía posventa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15047,2019-10-31,13,Falta de Entrega del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15049,2019-10-31,3,Falta de Información,SERVICIOS DE COMUNICACIONES
15050,2019-10-31,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15052,2019-10-31,11,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15053,2019-10-31,4,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS PÚBLICOS DOMICILIARIOS
15055,2019-10-31,14,Falta de Información,SERVICIOS DE COMUNICACIONES
15056,2019-10-31,6,Falta de Información,SERVICIOS DE COMUNICACIONES
15056,2019-10-31,6,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
15056,2019-10-31,6,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15057,2019-10-31,6,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15058,2019-10-31,7,Falta de Información,SALUD
15059,2019-10-31,6,Producto no funciona,INFORMÁTICA
15060,2019-10-31,11,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15061,2019-10-31,12,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15062,2019-10-31,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15063,2019-10-31,6,Falta de Información,SERVICIOS DE COMUNICACIONES
15065,2019-10-31,1,Rechazo de la devolución del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
15065,2019-10-31,1,Falta de cumplimento garantía posventa,"TEXTIL, CALZADO Y MARROQUINERÍA"
15065,2019-10-31,1,Falta de Información,"TEXTIL, CALZADO Y MARROQUINERÍA"
15066,2019-10-31,2,Rechazo de la devolución del bien,MUEBLES
15066,2019-10-31,2,"Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.",MUEBLES
15066,2019-10-31,2,Producto no funciona,MUEBLES
15067,2019-10-31,12,Incumplimiento de Garantía de Servicios,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
15067,2019-10-31,12,Deficiente calidad en la prestación del servicio,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
15067,2019-10-31,12,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
15068,2019-11-01,7,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.","Servicios turísticos hoteles, hosterías, albergues, etc."
15069,2019-11-01,7,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.","Servicios turísticos hoteles, hosterías, albergues, etc."
15070,2019-11-01,4,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15071,2019-11-01,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15072,2019-11-01,2,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15073,2019-11-01,15,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15074,2019-11-01,15,Falta de Información,SERVICIOS DE COMUNICACIONES
15075,2019-11-01,6,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15076,2019-11-01,3,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15077,2019-11-01,9,Falta de Información,SERVICIOS DE COMUNICACIONES
15078,2019-11-01,7,Incumplimiento de Garantía de Servicios,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
15079,2019-11-01,11,Cláusulas abusivas o no convenidas,PERFUMERÍA Y LIMPIEZA
15080,2019-11-01,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15082,2019-11-01,1,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15083,2019-11-01,13,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15084,2019-11-01,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15086,2019-11-01,2,Demora en la entrega del bien,MUEBLES
15087,2019-11-01,1,Producto no funciona,FARMACIA Y PRODUCTOS PARA LA SALUD
15088,2019-11-01,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15089,2019-11-01,1,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15090,2019-11-01,7,Cláusulas abusivas o no convenidas,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15091,2019-11-01,1,Falta de Información,SERVICIOS DE COMUNICACIONES
15092,2019-11-01,1,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15093,2019-11-01,14,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15094,2019-11-01,11,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15095,2019-11-01,11,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15096,2019-11-01,11,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15097,2019-11-01,11,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15098,2019-11-01,15,Incumplimiento de Garantía de Servicios,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
15098,2019-11-01,15,Débitos y/o cobros indebidos,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
15099,2019-11-01,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15100,2019-11-01,7,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15101,2019-11-01,14,Falta de Información,SERVICIOS DE COMUNICACIONES
15102,2019-11-01,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15105,2019-11-01,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15106,2019-11-01,15,Falta de Información,SERVICIOS DE COMUNICACIONES
15107,2019-11-01,11,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15108,2019-11-01,13,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15109,2019-11-01,11,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15111,2019-11-01,1,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15113,2019-11-01,3,Cláusulas abusivas o no convenidas,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15116,2019-11-01,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
15117,2019-11-01,1,Falta de Información,SALUD
15117,2019-11-01,1,Incumplimiento total de la prestación del servicio  contratado,SALUD
15118,2019-11-01,1,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15118,2019-11-01,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15120,2019-11-01,1,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15120,2019-11-01,1,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15121,2019-11-04,14,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15122,2019-11-04,1,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15122,2019-11-04,1,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15122,2019-11-04,1,Rechazo de la devolución del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15123,2019-11-04,6,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15124,2019-11-04,9,Falta de Información,SERVICIOS DE COMUNICACIONES
15125,2019-11-04,7,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
15126,2019-11-04,14,Falta de Información,SERVICIOS DE COMUNICACIONES
15127,2019-11-04,6,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15128,2019-11-04,7,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15130,2019-11-04,14,Rechazo de la devolución del bien,INFORMÁTICA
15131,2019-11-04,12,Falta de Información,SERVICIOS DE COMUNICACIONES
15132,2019-11-04,3,Falta de Entrega del bien,MUEBLES
15133,2019-11-04,13,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15134,2019-11-04,7,Producto no funciona,TELEFONÍA Y REDES
15135,2019-11-04,14,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15136,2019-11-04,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15137,2019-11-04,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15138,2019-11-04,15,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15139,2019-11-04,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15140,2019-11-04,14,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15141,2019-11-04,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15142,2019-11-04,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15143,2019-11-04,13,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15144,2019-11-04,11,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15145,2019-11-04,15,Falta de Información,SERVICIOS DE COMUNICACIONES
15146,2019-11-04,4,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15147,2019-11-04,6,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15148,2019-11-04,14,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15149,2019-11-04,14,Incumplimiento total de la prestación del servicio  contratado,"PELUQUERÍA, DEPILACIÓN, BELLEZA Y BIENESTAR FÍSICO"
15150,2019-11-04,1,Falta de cumplimento garantía posventa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15151,2019-11-04,6,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15154,2019-11-04,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
15155,2019-11-04,13,Incumplimiento total de la prestación del servicio  contratado,SALUD
15156,2019-11-04,15,Producto no funciona,"RELOJERÍA, JOYERÍA Y TABAQUERÍA"
15159,2019-11-04,3,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15160,2019-11-04,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15160,2019-11-04,7,Falta de Información,SERVICIOS DE COMUNICACIONES
15160,2019-11-04,7,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15161,2019-11-04,13,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15164,2019-11-04,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15165,2019-11-04,3,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15166,2019-11-04,4,Incumplimiento del servicio,COMPRA POR INTERNET
15167,2019-11-04,2,Producto no funciona,INFORMÁTICA
15167,2019-11-04,2,Demora en la entrega del bien,INFORMÁTICA
15168,2019-11-04,11,Bloqueo de la tarjeta,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15169,2019-11-04,1,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
15170,2019-11-04,13,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15171,2019-11-04,11,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15172,2019-11-04,9,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15173,2019-11-04,15,Falta de Información,SERVICIOS DE COMUNICACIONES
15175,2019-11-04,15,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15175,2019-11-04,15,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15176,2019-11-04,12,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15177,2019-11-04,12,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15178,2019-11-04,3,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15179,2019-11-04,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15179,2019-11-04,3,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15180,2019-11-04,11,Incumplimiento total de la prestación del servicio  contratado,"Servicios turísticos hoteles, hosterías, albergues, etc."
15181,2019-11-04,1,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15182,2019-11-04,9,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15183,2019-11-04,14,Incumplimiento total de la prestación del servicio  contratado,"Servicios turísticos hoteles, hosterías, albergues, etc."
15183,2019-11-04,14,Débitos y/o cobros indebidos,"Servicios turísticos hoteles, hosterías, albergues, etc."
15185,2019-11-04,7,"Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.",ALIMENTOS Y BEBIDAS
15185,2019-11-04,7,Falta de Información,ALIMENTOS Y BEBIDAS
15185,2019-11-04,7,Falta de Entrega del bien,ALIMENTOS Y BEBIDAS
15186,2019-11-05,1,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15187,2019-11-05,12,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15188,2019-11-05,13,Falta de Entrega del bien,MUEBLES
15188,2019-11-05,13,Demora en la entrega del bien,MUEBLES
15190,2019-11-05,7,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15191,2019-11-05,9,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15192,2019-11-05,12,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15193,2019-11-05,3,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15194,2019-11-05,7,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15195,2019-11-05,3,Rechazo de la devolución del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
15196,2019-11-05,7,Falta de cumplimento garantía posventa,"TEXTIL, CALZADO Y MARROQUINERÍA"
15198,2019-11-05,13,Falta de Entrega del bien,ALIMENTOS Y BEBIDAS
15198,2019-11-05,13,Falta de Información,ALIMENTOS Y BEBIDAS
15198,2019-11-05,13,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Engañosa,ALIMENTOS Y BEBIDAS
15199,2019-11-05,3,Falta de Información,ARTÍCULOS DE LECTURA Y AUDIOVISUALES
15200,2019-11-05,3,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15201,2019-11-05,11,Demora en la entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15202,2019-11-05,1,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15203,2019-11-05,6,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15205,2019-11-05,12,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SEGURIDAD
15206,2019-11-05,12,Falta de Información,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
